Header_line;22
location;Drammen - Norway
year_of_construction;2013
floor_area;1429
number_of_users;96
building_category;Kdg
energy_label;C
central_heating_system;1
dhw_heat_source;GSHP,EB
sh_heat_source;GSHP,EB
ventilation_heat_source;GSHP,EB
ventilation_types;CAV_sch
night_setback;1
lighting_control;1
timestamp_format;%Y-%m-%dT%H:%M:%S%z
time_zone;Etc/Gmt-1
building_id;6421

;Weather variable;Weather variable;Weather variable;Weather variable;Electricity use;Electricity import;Heat production
;C;W/m2;m/s;deg;Wh;Wh;Wh
;Temperature Outdoor;Global Solar Horizontal Radiation;Wind_speed;Wind_dir;Electricity for electric boiler;Electricity imported ;Heat from heat pumps
TimeStamp;Tout;SolGlob;WindSpd;WindDir;ElBoil;ElImp;HtHP
2021-05-28T18:00:00+0100;22.89;241.7;2.53;13.5;5000.0;8000.0;0.0
2021-05-28T19:00:00+0100;22.01;122.83;1.21;28.98;4000.0;8000.0;0.0
2021-05-28T20:00:00+0100;20.37;34.86;0.85;17.14;5000.0;8000.0;0.0
2021-05-28T21:00:00+0100;19.33;0.27;1.98;306.67;5000.0;11000.0;0.0
2021-05-28T22:00:00+0100;17.73;0.0;2.35;327.5;7000.0;11000.0;0.0
2021-05-28T23:00:00+0100;16.93;0.0;2.77;328.19;6000.0;10000.0;0.0
2021-05-29T00:00:00+0100;16.06;0.0;2.32;342.94;8000.0;13000.0;0.0
2021-05-29T01:00:00+0100;15.16;0.0;2.3;334.41;9000.0;13000.0;0.0
2021-05-29T02:00:00+0100;14.33;0.0;1.95;336.24;9000.0;15000.0;0.0
2021-05-29T03:00:00+0100;13.44;8.09;2.11;316.95;10000.0;15000.0;0.0
2021-05-29T04:00:00+0100;12.66;70.51;2.41;295.43;9000.0;13000.0;0.0
2021-05-29T05:00:00+0100;12.65;175.29;2.03;335.15;7000.0;10000.0;0.0
2021-05-29T06:00:00+0100;12.85;303.14;1.89;354.24;6000.0;10000.0;0.0
2021-05-29T07:00:00+0100;14.25;434.8;2.41;355.88;5000.0;9000.0;0.0
2021-05-29T08:00:00+0100;16.01;558.88;2.31;19.39;5000.0;9000.0;0.0
2021-05-29T09:00:00+0100;17.81;665.01;1.8;29.75;4000.0;8000.0;0.0
2021-05-29T10:00:00+0100;18.64;744.35;2.39;22.18;4000.0;8000.0;0.0
2021-05-29T11:00:00+0100;20.67;791.27;2.27;13.92;4000.0;7000.0;0.0
2021-05-29T12:00:00+0100;21.55;802.32;2.1;17.49;3000.0;7000.0;0.0
2021-05-29T13:00:00+0100;22.36;773.42;1.79;30.65;3000.0;7000.0;0.0
2021-05-29T14:00:00+0100;23.22;709.66;1.06;40.33;4000.0;8000.0;0.0
2021-05-29T15:00:00+0100;23.56;615.81;1.98;100.2;3000.0;8000.0;0.0
2021-05-29T16:00:00+0100;23.61;500.45;2.07;136.12;3000.0;7000.0;0.0
2021-05-29T17:00:00+0100;23.62;372.13;1.94;153.7;4000.0;7000.0;0.0
2021-05-29T18:00:00+0100;23.19;241.63;2.13;153.82;3000.0;7000.0;0.0
2021-05-29T19:00:00+0100;22.92;123.43;2.33;167.41;3000.0;7000.0;0.0
2021-05-29T20:00:00+0100;22.26;35.82;1.54;193.49;3000.0;8000.0;0.0
2021-05-29T21:00:00+0100;20.88;0.43;1.24;238.3;4000.0;7000.0;0.0
2021-05-29T22:00:00+0100;18.75;0.0;1.55;238.56;6000.0;10000.0;0.0
2021-05-29T23:00:00+0100;16.69;0.0;1.19;245.96;6000.0;11000.0;0.0
2021-05-30T00:00:00+0100;15.04;0.0;1.2;233.28;8000.0;13000.0;0.0
2021-05-30T01:00:00+0100;14.06;0.0;1.53;236.12;10000.0;13000.0;0.0
2021-05-30T02:00:00+0100;13.12;0.0;1.56;239.69;8000.0;14000.0;0.0
2021-05-30T03:00:00+0100;11.94;8.48;1.31;266.73;10000.0;14000.0;0.0
2021-05-30T04:00:00+0100;11.78;70.63;1.18;269.94;9000.0;13000.0;0.0
2021-05-30T05:00:00+0100;11.96;173.34;1.06;284.57;6000.0;10000.0;0.0
2021-05-30T06:00:00+0100;12.47;298.37;0.62;284.69;5000.0;9000.0;0.0
2021-05-30T07:00:00+0100;13.89;427.63;0.76;331.83;5000.0;9000.0;0.0
2021-05-30T08:00:00+0100;15.67;549.06;0.87;358.87;5000.0;9000.0;0.0
2021-05-30T09:00:00+0100;17.3;651.75;0.63;48.18;3000.0;8000.0;0.0
2021-05-30T10:00:00+0100;20.29;731.81;0.84;87.46;3000.0;6000.0;0.0
2021-05-30T11:00:00+0100;22.31;778.22;1.47;115.87;4000.0;7000.0;0.0
2021-05-30T12:00:00+0100;23.64;790.49;1.79;111.2;3000.0;7000.0;0.0
2021-05-30T13:00:00+0100;24.22;763.37;2.59;111.84;2000.0;6000.0;0.0
2021-05-30T14:00:00+0100;23.73;699.92;3.87;113.45;3000.0;6000.0;0.0
2021-05-30T15:00:00+0100;23.86;606.99;3.49;134.22;3000.0;8000.0;0.0
2021-05-30T16:00:00+0100;24.66;493.42;3.07;136.56;3000.0;7000.0;0.0
2021-05-30T17:00:00+0100;24.9;367.42;3.21;161.01;3000.0;7000.0;0.0
2021-05-30T18:00:00+0100;23.96;238.99;3.28;149.54;2000.0;6000.0;0.0
2021-05-30T19:00:00+0100;22.52;123.24;2.58;134.47;3000.0;7000.0;0.0
2021-05-30T20:00:00+0100;20.43;36.87;2.25;121.49;3000.0;6000.0;0.0
2021-05-30T21:00:00+0100;18.03;0.6;2.03;134.34;4000.0;8000.0;0.0
2021-05-30T22:00:00+0100;16.96;0.0;1.48;207.33;5000.0;11000.0;0.0
2021-05-30T23:00:00+0100;16.11;;1.04;247.76;6000.0;10000.0;0.0
2021-05-31T00:00:00+0100;;;;;7000.0;11000.0;0.0
2021-05-31T01:00:00+0100;;;;;8000.0;12000.0;0.0
2021-05-31T02:00:00+0100;;;;;7000.0;12000.0;0.0
2021-05-31T03:00:00+0100;;;;;9000.0;12000.0;0.0
2021-05-31T04:00:00+0100;;;;;7000.0;12000.0;0.0
2021-05-31T05:00:00+0100;;;;;7000.0;15000.0;0.0
2021-05-31T06:00:00+0100;;;;;5000.0;20000.0;0.0
2021-05-31T07:00:00+0100;;411.07;;;6000.0;17000.0;0.0
2021-05-31T08:00:00+0100;16.11;517.87;2.57;352.58;5000.0;20000.0;0.0
2021-05-31T09:00:00+0100;17.95;583.16;2.39;21.99;5000.0;22000.0;0.0
2021-05-31T10:00:00+0100;20.22;687.06;2.05;21.72;4000.0;20000.0;0.0
2021-05-31T11:00:00+0100;21.8;771.46;1.41;21.0;3000.0;18000.0;0.0
2021-05-31T12:00:00+0100;23.32;765.94;0.92;48.34;4000.0;20000.0;0.0
2021-05-31T13:00:00+0100;24.38;689.21;1.26;80.95;3000.0;19000.0;0.0
2021-05-31T14:00:00+0100;22.42;564.51;1.49;86.21;4000.0;18000.0;0.0
2021-05-31T15:00:00+0100;20.85;424.96;2.53;119.34;3000.0;16000.0;0.0
2021-05-31T16:00:00+0100;20.99;413.28;3.09;128.01;4000.0;9000.0;0.0
2021-05-31T17:00:00+0100;19.29;333.75;2.97;164.46;3000.0;8000.0;0.0
2021-05-31T18:00:00+0100;17.93;192.5;2.58;149.24;3000.0;9000.0;0.0
2021-05-31T19:00:00+0100;17.36;75.55;2.54;128.36;5000.0;9000.0;0.0
2021-05-31T20:00:00+0100;16.57;20.78;2.24;133.24;5000.0;8000.0;0.0
2021-05-31T21:00:00+0100;15.74;0.64;1.78;118.59;5000.0;10000.0;0.0
2021-05-31T22:00:00+0100;14.82;0.0;1.44;121.86;7000.0;10000.0;0.0
2021-05-31T23:00:00+0100;14.19;0.0;1.05;213.67;6000.0;12000.0;0.0
2021-06-01T00:00:00+0100;13.62;0.0;1.09;210.18;7000.0;11000.0;0.0
2021-06-01T01:00:00+0100;13.4;0.0;0.9;255.04;7000.0;11000.0;0.0
2021-06-01T02:00:00+0100;13.24;0.0;0.96;249.05;7000.0;11000.0;0.0
2021-06-01T03:00:00+0100;13.18;8.44;1.26;251.13;7000.0;11000.0;0.0
2021-06-01T04:00:00+0100;13.01;64.3;1.76;273.33;7000.0;11000.0;0.0
2021-06-01T05:00:00+0100;12.95;163.69;1.67;338.55;7000.0;16000.0;0.0
2021-06-01T06:00:00+0100;13.48;293.26;1.74;7.76;7000.0;19000.0;0.0
2021-06-01T07:00:00+0100;14.06;407.24;1.52;27.92;6000.0;22000.0;0.0
2021-06-01T08:00:00+0100;15.35;500.52;1.6;61.62;5000.0;22000.0;0.0
2021-06-01T09:00:00+0100;17.76;522.19;1.74;78.34;5000.0;24000.0;0.0
2021-06-01T10:00:00+0100;19.71;407.38;1.68;94.83;4000.0;21000.0;0.0
2021-06-01T11:00:00+0100;21.1;712.9;1.73;102.74;3000.0;19000.0;0.0
2021-06-01T12:00:00+0100;22.71;761.29;1.37;107.85;4000.0;18000.0;0.0
2021-06-01T13:00:00+0100;23.69;738.88;1.05;105.92;3000.0;22000.0;0.0
2021-06-01T14:00:00+0100;24.58;682.43;0.94;92.54;4000.0;19000.0;0.0
2021-06-01T15:00:00+0100;25.04;593.05;1.52;129.41;3000.0;16000.0;0.0
2021-06-01T16:00:00+0100;25.33;488.4;1.52;137.01;3000.0;8000.0;0.0
2021-06-01T17:00:00+0100;25.42;379.49;1.46;125.75;3000.0;9000.0;0.0
2021-06-01T18:00:00+0100;25.2;250.54;1.4;109.97;3000.0;7000.0;0.0
2021-06-01T19:00:00+0100;24.56;117.11;1.88;112.93;3000.0;7000.0;0.0
2021-06-01T20:00:00+0100;23.17;18.79;1.95;116.17;3000.0;6000.0;0.0
2021-06-01T21:00:00+0100;20.86;1.15;2.79;180.66;3000.0;8000.0;0.0
2021-06-01T22:00:00+0100;18.98;0.02;1.76;176.7;3000.0;7000.0;0.0
2021-06-01T23:00:00+0100;17.41;-0.02;1.41;169.85;5000.0;9000.0;0.0
2021-06-02T00:00:00+0100;16.03;0.0;0.76;203.94;5000.0;9000.0;0.0
2021-06-02T01:00:00+0100;14.85;0.0;0.73;237.66;7000.0;11000.0;0.0
2021-06-02T02:00:00+0100;13.72;0.0;1.01;242.63;7000.0;12000.0;0.0
2021-06-02T03:00:00+0100;12.92;11.41;1.0;242.98;8000.0;12000.0;0.0
2021-06-02T04:00:00+0100;12.61;79.22;0.91;258.34;6000.0;11000.0;0.0
2021-06-02T05:00:00+0100;12.79;184.5;0.62;274.36;6000.0;11000.0;0.0
2021-06-02T06:00:00+0100;13.44;310.25;0.69;131.69;4000.0;17000.0;0.0
2021-06-02T07:00:00+0100;15.15;432.76;1.84;97.76;5000.0;20000.0;0.0
2021-06-02T08:00:00+0100;16.53;558.18;2.55;82.89;5000.0;23000.0;0.0
2021-06-02T09:00:00+0100;17.92;665.9;2.96;85.39;5000.0;22000.0;0.0
2021-06-02T10:00:00+0100;18.81;746.34;2.7;87.66;4000.0;22000.0;0.0
2021-06-02T11:00:00+0100;20.07;792.86;2.56;90.02;4000.0;20000.0;0.0
2021-06-02T12:00:00+0100;21.01;800.26;2.72;98.85;4000.0;21000.0;0.0
2021-06-02T13:00:00+0100;22.45;776.15;2.79;105.84;4000.0;27000.0;0.0
2021-06-02T14:00:00+0100;23.11;717.61;2.71;106.45;3000.0;20000.0;0.0
2021-06-02T15:00:00+0100;23.44;621.25;2.87;112.67;4000.0;15000.0;0.0
2021-06-02T16:00:00+0100;23.5;506.42;3.0;118.77;4000.0;10000.0;0.0
2021-06-02T17:00:00+0100;23.57;380.39;2.69;114.59;3000.0;9000.0;0.0
2021-06-02T18:00:00+0100;23.04;256.86;3.09;114.11;4000.0;7000.0;0.0
2021-06-02T19:00:00+0100;22.59;137.0;2.61;111.23;3000.0;7000.0;0.0
2021-06-02T20:00:00+0100;22.03;44.79;2.2;111.12;3000.0;7000.0;0.0
2021-06-02T21:00:00+0100;20.84;1.46;1.3;223.27;3000.0;6000.0;0.0
2021-06-02T22:00:00+0100;19.31;-0.02;1.56;247.27;3000.0;8000.0;0.0
2021-06-02T23:00:00+0100;18.87;0.02;1.62;255.59;4000.0;8000.0;0.0
2021-06-03T00:00:00+0100;17.85;0.0;1.44;245.77;5000.0;10000.0;0.0
2021-06-03T01:00:00+0100;16.89;0.0;1.0;251.39;6000.0;10000.0;0.0
2021-06-03T02:00:00+0100;16.09;0.0;1.02;303.8;5000.0;10000.0;0.0
2021-06-03T03:00:00+0100;14.99;12.04;1.65;1.52;7000.0;11000.0;0.0
2021-06-03T04:00:00+0100;14.17;79.68;2.19;2.01;6000.0;10000.0;0.0
2021-06-03T05:00:00+0100;14.4;184.54;1.54;10.23;5000.0;11000.0;0.0
2021-06-03T06:00:00+0100;15.22;313.19;0.95;68.76;5000.0;15000.0;0.0
2021-06-03T07:00:00+0100;16.48;443.36;1.84;100.25;5000.0;21000.0;0.0
2021-06-03T08:00:00+0100;17.64;566.67;1.57;118.35;4000.0;20000.0;0.0
2021-06-03T09:00:00+0100;19.01;669.16;1.8;121.14;4000.0;21000.0;0.0
2021-06-03T10:00:00+0100;20.03;750.27;3.02;115.36;5000.0;18000.0;0.0
2021-06-03T11:00:00+0100;21.55;789.63;2.8;113.78;4000.0;23000.0;0.0
2021-06-03T12:00:00+0100;22.18;809.45;2.93;104.6;4000.0;20000.0;0.0
2021-06-03T13:00:00+0100;22.72;783.34;2.69;109.16;4000.0;19000.0;0.0
2021-06-03T14:00:00+0100;22.61;722.33;3.06;108.5;4000.0;19000.0;0.0
2021-06-03T15:00:00+0100;22.62;630.5;3.14;112.81;4000.0;13000.0;0.0
2021-06-03T16:00:00+0100;22.74;513.63;2.85;111.08;4000.0;9000.0;0.0
2021-06-03T17:00:00+0100;23.31;384.43;2.37;145.16;4000.0;9000.0;0.0
2021-06-03T18:00:00+0100;22.82;255.42;2.23;171.98;3000.0;7000.0;0.0
2021-06-03T19:00:00+0100;22.24;137.05;1.84;170.14;3000.0;7000.0;0.0
2021-06-03T20:00:00+0100;21.67;46.36;1.14;139.21;3000.0;6000.0;0.0
2021-06-03T21:00:00+0100;20.36;1.78;1.43;222.2;4000.0;7000.0;0.0
2021-06-03T22:00:00+0100;19.36;0.0;1.38;256.61;4000.0;9000.0;0.0
2021-06-03T23:00:00+0100;18.07;0.0;1.7;252.09;5000.0;9000.0;0.0
2021-06-04T00:00:00+0100;16.81;0.0;1.21;256.33;6000.0;10000.0;0.0
2021-06-04T01:00:00+0100;15.86;0.0;0.95;292.89;6000.0;10000.0;0.0
2021-06-04T02:00:00+0100;14.88;0.0;1.21;277.88;7000.0;11000.0;0.0
2021-06-04T03:00:00+0100;13.93;12.6;1.14;299.66;8000.0;13000.0;0.0
2021-06-04T04:00:00+0100;13.61;78.78;1.37;314.5;7000.0;10000.0;0.0
2021-06-04T05:00:00+0100;14.48;161.78;1.08;293.43;6000.0;12000.0;0.0
2021-06-04T06:00:00+0100;14.52;293.04;1.14;9.69;5000.0;14000.0;0.0
2021-06-04T07:00:00+0100;15.52;443.03;1.19;66.74;5000.0;18000.0;0.0
2021-06-04T08:00:00+0100;17.37;564.66;1.35;60.35;4000.0;20000.0;0.0
2021-06-04T09:00:00+0100;19.35;665.17;1.94;105.38;0.0;14000.0;0.0
2021-06-04T10:00:00+0100;20.43;740.86;2.09;124.04;0.0;13000.0;0.0
2021-06-04T11:00:00+0100;21.87;790.3;1.9;114.21;0.0;16000.0;0.0
2021-06-04T12:00:00+0100;22.33;800.23;2.17;103.14;0.0;12000.0;0.0
2021-06-04T13:00:00+0100;23.69;757.33;2.33;104.31;0.0;10000.0;0.0
2021-06-04T14:00:00+0100;23.36;502.25;2.52;113.73;0.0;12000.0;0.0
2021-06-04T15:00:00+0100;23.55;506.45;3.75;229.04;0.0;9000.0;0.0
2021-06-04T16:00:00+0100;24.0;393.2;1.91;185.04;0.0;5000.0;0.0
2021-06-04T17:00:00+0100;23.47;344.6;2.16;203.4;0.0;4000.0;0.0
2021-06-04T18:00:00+0100;23.67;256.0;1.86;204.63;0.0;4000.0;0.0
2021-06-04T19:00:00+0100;23.53;137.04;1.69;169.88;0.0;4000.0;0.0
2021-06-04T20:00:00+0100;22.73;39.47;1.18;211.18;0.0;4000.0;0.0
2021-06-04T21:00:00+0100;21.3;2.06;1.81;252.9;0.0;4000.0;0.0
2021-06-04T22:00:00+0100;19.43;0.0;1.27;255.5;0.0;4000.0;0.0
2021-06-04T23:00:00+0100;17.47;0.0;1.1;251.65;0.0;5000.0;0.0
2021-06-05T00:00:00+0100;16.2;0.0;1.26;263.68;0.0;5000.0;0.0
2021-06-05T01:00:00+0100;15.02;0.0;1.67;257.35;0.0;5000.0;0.0
2021-06-05T02:00:00+0100;14.13;0.0;1.47;266.52;0.0;4000.0;0.0
2021-06-05T03:00:00+0100;13.27;12.48;1.54;272.93;0.0;4000.0;0.0
2021-06-05T04:00:00+0100;13.22;64.32;1.76;291.33;0.0;5000.0;0.0
2021-06-05T05:00:00+0100;13.25;177.76;2.04;287.14;0.0;3000.0;0.0
2021-06-05T06:00:00+0100;14.04;277.08;1.75;291.68;0.0;5000.0;0.0
2021-06-05T07:00:00+0100;15.58;425.09;1.79;294.06;0.0;4000.0;0.0
2021-06-05T08:00:00+0100;17.36;537.76;1.09;307.43;0.0;4000.0;0.0
2021-06-05T09:00:00+0100;19.85;634.03;0.92;280.1;0.0;4000.0;0.0
2021-06-05T10:00:00+0100;21.45;735.29;0.85;245.99;0.0;3000.0;0.0
2021-06-05T11:00:00+0100;23.28;741.25;1.21;158.23;0.0;4000.0;0.0
2021-06-05T12:00:00+0100;24.81;686.45;2.35;146.53;0.0;5000.0;0.0
2021-06-05T13:00:00+0100;25.94;715.02;1.76;163.98;0.0;4000.0;0.0
2021-06-05T14:00:00+0100;25.96;565.78;2.97;125.96;0.0;3000.0;0.0
2021-06-05T15:00:00+0100;26.09;447.34;2.93;130.18;0.0;4000.0;0.0
2021-06-05T16:00:00+0100;26.17;398.43;2.14;201.19;0.0;4000.0;0.0
2021-06-05T17:00:00+0100;26.1;378.25;2.2;209.08;0.0;4000.0;0.0
2021-06-05T18:00:00+0100;25.36;245.2;2.9;210.83;0.0;5000.0;0.0
2021-06-05T19:00:00+0100;24.64;115.17;2.05;209.57;0.0;4000.0;0.0
2021-06-05T20:00:00+0100;23.49;37.64;1.56;195.7;0.0;4000.0;0.0
2021-06-05T21:00:00+0100;22.37;1.58;1.36;217.66;0.0;4000.0;0.0
2021-06-05T22:00:00+0100;20.99;0.02;1.05;236.21;0.0;4000.0;0.0
2021-06-05T23:00:00+0100;19.65;0.0;1.28;227.71;0.0;4000.0;0.0
2021-06-06T00:00:00+0100;18.67;0.0;1.42;231.31;0.0;6000.0;0.0
2021-06-06T01:00:00+0100;17.92;0.0;1.11;242.84;0.0;4000.0;0.0
2021-06-06T02:00:00+0100;17.28;0.0;1.1;234.53;0.0;4000.0;0.0
2021-06-06T03:00:00+0100;16.2;11.95;1.0;239.04;0.0;4000.0;0.0
2021-06-06T04:00:00+0100;15.56;70.95;0.96;248.74;0.0;4000.0;0.0
2021-06-06T05:00:00+0100;15.5;173.94;1.01;239.5;0.0;5000.0;0.0
2021-06-06T06:00:00+0100;16.18;305.98;0.75;216.96;0.0;4000.0;0.0
2021-06-06T07:00:00+0100;17.62;436.21;0.76;146.55;0.0;5000.0;0.0
2021-06-06T08:00:00+0100;19.02;557.05;1.69;145.68;0.0;3000.0;0.0
2021-06-06T09:00:00+0100;19.81;466.6;2.49;181.25;0.0;4000.0;0.0
2021-06-06T10:00:00+0100;21.39;590.41;2.7;197.0;0.0;4000.0;0.0
2021-06-06T11:00:00+0100;22.99;648.6;2.76;201.55;0.0;3000.0;0.0
2021-06-06T12:00:00+0100;23.91;534.62;2.75;191.21;0.0;4000.0;0.0
2021-06-06T13:00:00+0100;24.3;276.25;2.24;212.24;0.0;5000.0;0.0
2021-06-06T14:00:00+0100;23.51;408.45;3.05;124.64;0.0;4000.0;0.0
2021-06-06T15:00:00+0100;22.65;467.53;3.05;123.97;0.0;5000.0;0.0
2021-06-06T16:00:00+0100;20.94;317.09;2.86;194.69;0.0;3000.0;0.0
2021-06-06T17:00:00+0100;21.67;208.09;4.26;195.01;0.0;4000.0;0.0
2021-06-06T18:00:00+0100;22.28;139.55;3.64;188.97;0.0;4000.0;0.0
2021-06-06T19:00:00+0100;22.22;76.42;2.15;184.67;0.0;5000.0;0.0
2021-06-06T20:00:00+0100;21.59;32.35;1.7;161.33;0.0;3000.0;0.0
2021-06-06T21:00:00+0100;20.41;2.24;1.28;196.99;0.0;4000.0;0.0
2021-06-06T22:00:00+0100;19.2;0.0;1.27;210.96;0.0;4000.0;0.0
2021-06-06T23:00:00+0100;18.07;-0.02;1.4;235.39;0.0;4000.0;0.0
2021-06-07T00:00:00+0100;16.95;0.0;0.84;320.48;0.0;4000.0;0.0
2021-06-07T01:00:00+0100;15.9;0.0;0.69;313.17;0.0;4000.0;0.0
2021-06-07T02:00:00+0100;15.01;0.0;0.9;298.87;0.0;6000.0;0.0
2021-06-07T03:00:00+0100;14.23;13.62;1.42;284.53;0.0;3000.0;0.0
2021-06-07T04:00:00+0100;14.17;67.45;1.38;292.48;0.0;3000.0;0.0
2021-06-07T05:00:00+0100;14.18;152.28;1.62;301.41;0.0;7000.0;0.0
2021-06-07T06:00:00+0100;14.71;249.04;1.91;328.86;0.0;13000.0;0.0
2021-06-07T07:00:00+0100;15.97;352.65;2.26;345.41;0.0;16000.0;0.0
2021-06-07T08:00:00+0100;17.79;408.62;1.99;0.95;0.0;16000.0;0.0
2021-06-07T09:00:00+0100;19.11;380.19;1.82;26.26;0.0;17000.0;0.0
2021-06-07T10:00:00+0100;20.85;325.42;1.44;43.53;0.0;19000.0;0.0
2021-06-07T11:00:00+0100;22.13;355.92;1.45;30.11;0.0;13000.0;0.0
2021-06-07T12:00:00+0100;22.87;486.53;1.07;31.03;0.0;15000.0;0.0
2021-06-07T13:00:00+0100;22.98;658.49;0.77;71.8;0.0;17000.0;0.0
2021-06-07T14:00:00+0100;22.31;493.11;1.8;131.17;0.0;15000.0;0.0
2021-06-07T15:00:00+0100;21.25;435.87;3.42;127.28;0.0;13000.0;0.0
2021-06-07T16:00:00+0100;20.38;358.26;4.19;162.33;0.0;7000.0;0.0
2021-06-07T17:00:00+0100;18.31;243.15;3.4;161.15;0.0;6000.0;0.0
2021-06-07T18:00:00+0100;17.6;76.52;3.73;134.44;0.0;5000.0;0.0
2021-06-07T19:00:00+0100;17.72;82.73;2.22;165.86;0.0;3000.0;0.0
2021-06-07T20:00:00+0100;17.35;31.84;2.5;120.23;0.0;4000.0;0.0
2021-06-07T21:00:00+0100;16.92;1.08;2.39;108.24;0.0;4000.0;0.0
2021-06-07T22:00:00+0100;16.01;0.0;2.23;139.36;0.0;5000.0;0.0
2021-06-07T23:00:00+0100;15.61;0.0;1.15;204.78;0.0;4000.0;0.0
2021-06-08T00:00:00+0100;15.26;0.0;1.21;218.87;0.0;4000.0;0.0
2021-06-08T01:00:00+0100;14.69;0.0;1.12;149.56;0.0;4000.0;0.0
2021-06-08T02:00:00+0100;14.98;0.0;0.86;77.42;0.0;5000.0;0.0
2021-06-08T03:00:00+0100;15.01;3.79;0.6;69.98;0.0;4000.0;0.0
2021-06-08T04:00:00+0100;14.84;16.98;0.58;63.68;0.0;3000.0;0.0
2021-06-08T05:00:00+0100;14.8;40.96;0.86;255.81;0.0;7000.0;0.0
2021-06-08T06:00:00+0100;14.99;181.8;0.82;354.07;0.0;12000.0;0.0
2021-06-08T07:00:00+0100;15.58;353.64;0.52;36.51;0.0;15000.0;0.0
2021-06-08T08:00:00+0100;16.24;507.02;0.71;103.9;0.0;17000.0;0.0
2021-06-08T09:00:00+0100;17.04;523.45;1.24;108.16;0.0;18000.0;0.0
2021-06-08T10:00:00+0100;18.05;684.07;2.15;105.79;0.0;18000.0;0.0
2021-06-08T11:00:00+0100;19.51;787.11;2.27;103.52;0.0;16000.0;0.0
2021-06-08T12:00:00+0100;20.36;785.6;2.95;109.47;0.0;18000.0;0.0
2021-06-08T13:00:00+0100;21.15;753.39;3.47;113.51;0.0;17000.0;0.0
2021-06-08T14:00:00+0100;21.15;660.47;3.33;122.33;0.0;17000.0;0.0
2021-06-08T15:00:00+0100;20.69;580.58;3.04;148.23;0.0;13000.0;0.0
2021-06-08T16:00:00+0100;20.96;501.74;3.79;126.86;0.0;5000.0;0.0
2021-06-08T17:00:00+0100;20.26;344.26;3.36;143.12;0.0;7000.0;0.0
2021-06-08T18:00:00+0100;19.77;4.56;1.83;60.0;0.0;4000.0;0.0
2021-06-08T19:00:00+0100;19.52;11.19;2.66;233.78;0.0;4000.0;0.0
2021-06-08T20:00:00+0100;18.57;20.7;1.05;287.13;0.0;4000.0;0.0
2021-06-08T21:00:00+0100;17.63;2.92;1.25;275.12;0.0;4000.0;0.0
2021-06-08T22:00:00+0100;16.64;0.02;1.05;263.84;0.0;5000.0;0.0
2021-06-08T23:00:00+0100;15.7;-0.02;0.97;262.55;0.0;4000.0;0.0
2021-06-09T00:00:00+0100;15.51;0.0;1.39;259.11;0.0;4000.0;0.0
2021-06-09T01:00:00+0100;15.47;0.0;0.99;246.86;0.0;6000.0;0.0
2021-06-09T02:00:00+0100;15.52;0.0;1.1;260.32;0.0;4000.0;0.0
2021-06-09T03:00:00+0100;15.38;15.36;1.02;259.7;0.0;4000.0;0.0
2021-06-09T04:00:00+0100;14.9;83.53;1.06;271.35;0.0;5000.0;0.0
2021-06-09T05:00:00+0100;14.99;183.02;0.94;298.95;0.0;6000.0;0.0
2021-06-09T06:00:00+0100;15.13;310.03;0.85;342.13;0.0;15000.0;0.0
2021-06-09T07:00:00+0100;15.48;437.63;0.67;17.78;0.0;14000.0;0.0
2021-06-09T08:00:00+0100;15.93;560.38;0.64;61.11;0.0;14000.0;0.0
2021-06-09T09:00:00+0100;17.32;667.0;1.05;103.93;0.0;16000.0;0.0
2021-06-09T10:00:00+0100;18.49;747.17;1.38;106.59;0.0;18000.0;0.0
2021-06-09T11:00:00+0100;20.32;793.32;1.59;105.12;0.0;16000.0;0.0
2021-06-09T12:00:00+0100;21.42;803.55;1.97;103.86;0.0;14000.0;0.0
2021-06-09T13:00:00+0100;21.8;771.33;2.73;109.81;0.0;17000.0;0.0
2021-06-09T14:00:00+0100;21.84;636.95;2.86;130.63;0.0;15000.0;0.0
2021-06-09T15:00:00+0100;21.79;607.84;2.95;171.73;0.0;14000.0;0.0
2021-06-09T16:00:00+0100;22.23;510.09;4.13;160.31;0.0;5000.0;0.0
2021-06-09T17:00:00+0100;21.77;390.07;4.34;157.96;0.0;5000.0;0.0
2021-06-09T18:00:00+0100;20.66;264.26;3.57;150.4;0.0;5000.0;0.0
2021-06-09T19:00:00+0100;18.83;146.23;3.11;131.61;0.0;4000.0;0.0
2021-06-09T20:00:00+0100;17.96;49.81;2.71;115.51;0.0;4000.0;0.0
2021-06-09T21:00:00+0100;16.93;3.7;2.72;120.07;0.0;3000.0;0.0
2021-06-09T22:00:00+0100;16.44;0.0;1.56;132.71;0.0;5000.0;0.0
2021-06-09T23:00:00+0100;16.27;0.0;1.32;190.55;0.0;4000.0;0.0
2021-06-10T00:00:00+0100;16.17;0.0;1.28;171.37;0.0;6000.0;0.0
2021-06-10T01:00:00+0100;16.0;0.0;0.87;118.94;0.0;4000.0;0.0
2021-06-10T02:00:00+0100;16.04;0.0;0.58;62.04;0.0;4000.0;0.0
2021-06-10T03:00:00+0100;15.85;6.4;0.28;333.23;0.0;4000.0;0.0
2021-06-10T04:00:00+0100;15.69;30.07;0.29;283.11;0.0;3000.0;0.0
2021-06-10T05:00:00+0100;15.93;58.35;0.44;155.45;0.0;7000.0;0.0
2021-06-10T06:00:00+0100;16.38;87.06;0.27;170.65;0.0;14000.0;0.0
