Header_line;22
location;Drammen - Norway
year_of_construction;2013
floor_area;1429
number_of_users;96
building_category;Kdg
energy_label;C
central_heating_system;1
dhw_heat_source;GSHP,EB
sh_heat_source;GSHP,EB
ventilation_heat_source;GSHP,EB
ventilation_types;CAV_sch
night_setback;1
lighting_control;1
timestamp_format;%Y-%m-%dT%H:%M:%S%z
time_zone;Etc/Gmt-1
building_id;6421

;Weather variable;Weather variable;Weather variable;Weather variable;Electricity use;Electricity import;Heat production
;C;W/m2;m/s;deg;Wh;Wh;Wh
;Temperature Outdoor;Global Solar Horizontal Radiation;Wind_speed;Wind_dir;Electricity for electric boiler;Electricity imported ;Heat from heat pumps
TimeStamp;Tout;SolGlob;WindSpd;WindDir;ElBoil;ElImp;HtHP
2018-01-13T01:00:00+0100;-2.67;0.0;1.65;343.37;0.0;28000.0;40000.0
2018-01-13T02:00:00+0100;-2.71;0.0;1.51;345.93;0.0;30000.0;40000.0
2018-01-13T03:00:00+0100;-2.77;0.0;1.49;345.42;0.0;30000.0;50000.0
2018-01-13T04:00:00+0100;-2.78;0.0;1.82;358.69;0.0;28000.0;50000.0
2018-01-13T05:00:00+0100;-2.84;0.0;1.59;355.13;0.0;27000.0;40000.0
2018-01-13T06:00:00+0100;-2.73;-0.0;1.6;353.89;0.0;27000.0;50000.0
2018-01-13T07:00:00+0100;-2.85;0.0;1.44;5.4;0.0;28000.0;40000.0
2018-01-13T08:00:00+0100;-2.89;0.0;1.32;25.51;0.0;30000.0;50000.0
2018-01-13T09:00:00+0100;-2.86;1.81;1.5;47.36;0.0;27000.0;40000.0
2018-01-13T10:00:00+0100;-2.67;9.55;1.51;24.2;0.0;27000.0;40000.0
2018-01-13T11:00:00+0100;-2.5;18.95;1.54;22.8;0.0;26000.0;40000.0
2018-01-13T12:00:00+0100;-2.23;43.7;1.31;55.26;0.0;26000.0;40000.0
2018-01-13T13:00:00+0100;-1.92;32.2;1.4;59.76;0.0;26000.0;50000.0
2018-01-13T14:00:00+0100;-1.79;13.72;1.4;61.09;0.0;27000.0;40000.0
2018-01-13T15:00:00+0100;-1.85;1.51;1.47;75.54;0.0;25000.0;40000.0
2018-01-13T16:00:00+0100;-1.97;0.02;1.64;55.06;0.0;27000.0;40000.0
2018-01-13T17:00:00+0100;-1.97;-0.02;1.37;52.07;0.0;27000.0;40000.0
2018-01-13T18:00:00+0100;-2.17;0.0;1.35;32.04;0.0;30000.0;50000.0
2018-01-13T19:00:00+0100;-2.34;0.0;1.26;22.06;0.0;29000.0;40000.0
2018-01-13T20:00:00+0100;-2.46;0.0;1.06;28.82;0.0;27000.0;50000.0
2018-01-13T21:00:00+0100;-2.44;0.0;1.08;5.64;0.0;28000.0;40000.0
2018-01-13T22:00:00+0100;-2.28;0.0;1.46;70.66;0.0;29000.0;50000.0
2018-01-13T23:00:00+0100;-2.34;0.0;1.39;270.17;0.0;29000.0;50000.0
2018-01-14T00:00:00+0100;-2.32;0.0;1.22;287.3;0.0;28000.0;40000.0
2018-01-14T01:00:00+0100;-2.24;0.0;0.89;285.48;0.0;27000.0;40000.0
2018-01-14T02:00:00+0100;-2.4;0.0;0.58;278.81;0.0;28000.0;50000.0
2018-01-14T03:00:00+0100;-2.46;0.0;1.2;283.43;0.0;28000.0;40000.0
2018-01-14T04:00:00+0100;-2.72;0.0;0.97;276.82;0.0;27000.0;40000.0
2018-01-14T05:00:00+0100;-2.98;0.0;1.11;256.55;0.0;28000.0;50000.0
2018-01-14T06:00:00+0100;-2.87;-0.0;1.28;248.0;0.0;29000.0;40000.0
2018-01-14T07:00:00+0100;-2.86;0.0;1.14;245.45;0.0;29000.0;50000.0
2018-01-14T08:00:00+0100;-2.93;0.0;1.14;238.14;0.0;28000.0;40000.0
2018-01-14T09:00:00+0100;-2.56;3.32;1.35;242.8;0.0;28000.0;50000.0
2018-01-14T10:00:00+0100;-2.67;31.7;2.86;176.98;0.0;27000.0;40000.0
2018-01-14T11:00:00+0100;-2.49;105.4;3.78;149.97;0.0;28000.0;40000.0
2018-01-14T12:00:00+0100;-2.29;112.37;3.89;155.37;0.0;27000.0;50000.0
2018-01-14T13:00:00+0100;-2.29;39.43;3.46;156.96;0.0;27000.0;40000.0
2018-01-14T14:00:00+0100;-2.21;13.8;3.39;145.09;0.0;27000.0;40000.0
2018-01-14T15:00:00+0100;-2.36;1.63;3.16;145.48;0.0;28000.0;50000.0
2018-01-14T16:00:00+0100;-2.45;0.0;3.86;144.84;0.0;28000.0;40000.0
2018-01-14T17:00:00+0100;-2.53;0.0;5.29;144.89;0.0;27000.0;40000.0
2018-01-14T18:00:00+0100;-2.38;0.0;5.56;146.8;0.0;28000.0;50000.0
2018-01-14T19:00:00+0100;-1.91;0.0;5.43;162.57;0.0;28000.0;40000.0
2018-01-14T20:00:00+0100;-1.38;0.0;3.92;180.07;0.0;26000.0;40000.0
2018-01-14T21:00:00+0100;-1.27;0.0;2.96;185.6;0.0;26000.0;40000.0
2018-01-14T22:00:00+0100;-1.15;0.0;2.52;172.02;0.0;27000.0;40000.0
2018-01-14T23:00:00+0100;-0.97;0.0;3.23;190.33;0.0;27000.0;40000.0
2018-01-15T00:00:00+0100;-0.84;0.0;3.67;174.51;0.0;28000.0;40000.0
2018-01-15T01:00:00+0100;-0.72;0.0;4.7;177.13;0.0;26000.0;50000.0
2018-01-15T02:00:00+0100;-0.11;0.0;5.7;181.2;0.0;28000.0;40000.0
2018-01-15T03:00:00+0100;-0.25;0.0;5.95;173.37;0.0;27000.0;40000.0
2018-01-15T04:00:00+0100;-0.69;0.0;5.9;181.78;0.0;27000.0;40000.0
2018-01-15T05:00:00+0100;-0.66;0.0;6.87;176.61;0.0;24000.0;30000.0
2018-01-15T06:00:00+0100;-0.7;-0.0;6.35;161.26;0.0;27000.0;40000.0
2018-01-15T07:00:00+0100;-0.72;0.0;7.86;167.54;0.0;33000.0;50000.0
2018-01-15T08:00:00+0100;-1.14;0.0;6.74;163.2;0.0;35000.0;40000.0
2018-01-15T09:00:00+0100;-1.41;1.51;9.34;164.53;0.0;36000.0;40000.0
2018-01-15T10:00:00+0100;-1.39;4.89;8.99;164.49;0.0;34000.0;40000.0
2018-01-15T11:00:00+0100;-1.15;5.44;9.0;163.61;0.0;35000.0;30000.0
2018-01-15T12:00:00+0100;-0.79;6.01;9.16;163.44;0.0;32000.0;30000.0
2018-01-15T13:00:00+0100;-0.44;5.58;10.09;163.74;0.0;35000.0;40000.0
2018-01-15T14:00:00+0100;-0.28;4.05;10.07;152.98;0.0;33000.0;30000.0
2018-01-15T15:00:00+0100;-0.37;0.71;9.81;150.35;0.0;35000.0;40000.0
2018-01-15T16:00:00+0100;-0.51;0.0;9.87;147.37;0.0;34000.0;40000.0
2018-01-15T17:00:00+0100;-0.81;0.0;9.39;145.15;0.0;25000.0;30000.0
2018-01-15T18:00:00+0100;-0.99;0.0;8.5;140.4;0.0;27000.0;40000.0
2018-01-15T19:00:00+0100;-1.05;0.0;7.86;139.66;0.0;27000.0;40000.0
2018-01-15T20:00:00+0100;-0.95;0.0;8.04;144.21;0.0;26000.0;40000.0
2018-01-15T21:00:00+0100;-0.57;0.0;8.4;148.77;0.0;27000.0;40000.0
2018-01-15T22:00:00+0100;-0.73;0.0;7.68;145.23;0.0;29000.0;40000.0
2018-01-15T23:00:00+0100;-0.23;0.0;8.39;152.19;0.0;29000.0;40000.0
2018-01-16T00:00:00+0100;-0.19;0.0;8.59;151.89;0.0;25000.0;30000.0
2018-01-16T01:00:00+0100;-0.04;0.0;8.07;147.25;0.0;25000.0;40000.0
2018-01-16T02:00:00+0100;0.01;0.0;7.2;140.8;0.0;25000.0;40000.0
2018-01-16T03:00:00+0100;0.01;0.0;6.97;138.31;0.0;24000.0;30000.0
2018-01-16T04:00:00+0100;-0.06;0.0;6.04;132.3;0.0;24000.0;40000.0
2018-01-16T05:00:00+0100;-0.11;0.0;6.13;130.34;0.0;26000.0;30000.0
2018-01-16T06:00:00+0100;-0.09;-0.0;5.8;125.74;0.0;25000.0;40000.0
2018-01-16T07:00:00+0100;-0.01;0.0;5.18;121.39;0.0;32000.0;40000.0
2018-01-16T08:00:00+0100;0.03;0.0;4.76;118.07;0.0;34000.0;40000.0
2018-01-16T09:00:00+0100;0.19;0.54;4.36;113.34;0.0;33000.0;30000.0
2018-01-16T10:00:00+0100;0.04;1.93;3.66;104.04;0.0;34000.0;40000.0
2018-01-16T11:00:00+0100;0.08;2.99;2.71;93.81;0.0;31000.0;30000.0
2018-01-16T12:00:00+0100;0.12;5.56;1.6;59.3;0.0;32000.0;30000.0
2018-01-16T13:00:00+0100;0.28;22.86;1.34;18.8;0.0;32000.0;30000.0
2018-01-16T14:00:00+0100;0.59;54.44;1.33;311.14;0.0;32000.0;30000.0
2018-01-16T15:00:00+0100;0.56;7.28;1.75;214.81;0.0;31000.0;30000.0
2018-01-16T16:00:00+0100;0.28;0.0;2.4;217.81;0.0;29000.0;30000.0
2018-01-16T17:00:00+0100;-0.18;0.0;2.33;226.4;0.0;24000.0;40000.0
2018-01-16T18:00:00+0100;-0.61;0.0;1.82;219.93;0.0;28000.0;30000.0
2018-01-16T19:00:00+0100;-0.62;0.0;1.05;244.36;0.0;26000.0;40000.0
2018-01-16T20:00:00+0100;-0.37;0.0;1.59;276.15;0.0;27000.0;30000.0
2018-01-16T21:00:00+0100;-0.15;0.0;1.37;342.98;0.0;27000.0;40000.0
2018-01-16T22:00:00+0100;-0.24;0.0;0.96;354.26;0.0;25000.0;30000.0
2018-01-16T23:00:00+0100;-0.25;0.0;0.84;20.41;0.0;27000.0;40000.0
2018-01-17T00:00:00+0100;-0.41;0.0;1.1;341.71;0.0;27000.0;40000.0
2018-01-17T01:00:00+0100;-0.68;0.0;1.47;337.2;0.0;27000.0;40000.0
2018-01-17T02:00:00+0100;-0.96;0.0;1.18;324.41;0.0;25000.0;40000.0
2018-01-17T03:00:00+0100;-0.99;0.0;1.4;315.76;0.0;26000.0;40000.0
2018-01-17T04:00:00+0100;-0.97;0.0;2.15;286.18;0.0;27000.0;40000.0
2018-01-17T05:00:00+0100;-1.09;0.0;3.31;288.59;0.0;25000.0;40000.0
2018-01-17T06:00:00+0100;-1.08;-0.0;2.73;287.35;0.0;26000.0;30000.0
2018-01-17T07:00:00+0100;-1.07;0.0;3.14;284.56;0.0;35000.0;40000.0
2018-01-17T08:00:00+0100;-1.31;0.0;3.5;277.28;0.0;36000.0;40000.0
2018-01-17T09:00:00+0100;-1.3;14.23;2.78;285.03;0.0;37000.0;40000.0
2018-01-17T10:00:00+0100;-1.43;70.36;2.86;278.56;0.0;36000.0;40000.0
2018-01-17T11:00:00+0100;-1.35;115.54;3.44;280.77;0.0;35000.0;40000.0
2018-01-17T12:00:00+0100;-1.31;128.98;3.31;285.72;0.0;36000.0;40000.0
2018-01-17T13:00:00+0100;-0.78;109.97;3.13;280.91;0.0;34000.0;30000.0
2018-01-17T14:00:00+0100;-0.85;66.52;3.33;281.98;0.0;33000.0;30000.0
2018-01-17T15:00:00+0100;-1.35;14.68;3.16;280.07;0.0;36000.0;40000.0
2018-01-17T16:00:00+0100;-2.15;0.0;3.32;275.49;0.0;32000.0;30000.0
2018-01-17T17:00:00+0100;-2.66;0.0;3.39;276.98;0.0;27000.0;40000.0
2018-01-17T18:00:00+0100;-3.4;0.0;3.33;276.89;0.0;28000.0;40000.0
2018-01-17T19:00:00+0100;-4.09;0.0;3.61;278.39;0.0;29000.0;50000.0
2018-01-17T20:00:00+0100;-4.59;0.0;3.22;278.29;0.0;28000.0;50000.0
2018-01-17T21:00:00+0100;-4.51;0.0;2.92;278.62;0.0;27000.0;40000.0
2018-01-17T22:00:00+0100;-4.54;0.0;3.02;272.85;0.0;28000.0;50000.0
2018-01-17T23:00:00+0100;-4.18;0.0;3.1;273.63;0.0;28000.0;50000.0
2018-01-18T00:00:00+0100;-4.01;0.0;3.02;276.57;0.0;31000.0;40000.0
2018-01-18T01:00:00+0100;-3.79;0.0;3.0;273.22;0.0;28000.0;50000.0
2018-01-18T02:00:00+0100;-3.57;0.0;3.08;275.98;0.0;27000.0;40000.0
2018-01-18T03:00:00+0100;-3.46;0.0;2.7;274.58;0.0;27000.0;40000.0
2018-01-18T04:00:00+0100;-3.27;0.0;2.7;270.51;0.0;26000.0;40000.0
2018-01-18T05:00:00+0100;-3.09;0.0;2.53;284.74;0.0;27000.0;50000.0
2018-01-18T06:00:00+0100;-3.05;-0.0;2.46;273.02;0.0;28000.0;40000.0
2018-01-18T07:00:00+0100;-2.96;0.0;2.67;275.41;0.0;34000.0;40000.0
2018-01-18T08:00:00+0100;-2.87;0.0;2.01;279.48;0.0;37000.0;40000.0
2018-01-18T09:00:00+0100;-2.75;6.64;1.93;288.33;0.0;36000.0;50000.0
2018-01-18T10:00:00+0100;-2.28;17.63;1.65;290.86;0.0;39000.0;30000.0
2018-01-18T11:00:00+0100;-1.93;35.32;1.19;309.87;0.0;36000.0;40000.0
2018-01-18T12:00:00+0100;-1.76;49.85;1.67;336.4;0.0;35000.0;40000.0
2018-01-18T13:00:00+0100;-1.67;48.71;1.94;352.05;0.0;35000.0;30000.0
2018-01-18T14:00:00+0100;-1.49;31.47;2.18;348.95;0.0;33000.0;40000.0
2018-01-18T15:00:00+0100;-1.52;7.03;2.19;344.82;0.0;36000.0;40000.0
2018-01-18T16:00:00+0100;-1.76;0.0;2.04;346.7;0.0;32000.0;30000.0
2018-01-18T17:00:00+0100;-1.94;0.0;2.36;348.25;0.0;28000.0;40000.0
2018-01-18T18:00:00+0100;-2.08;0.0;1.89;353.88;0.0;29000.0;50000.0
2018-01-18T19:00:00+0100;-2.69;0.0;1.98;341.56;0.0;29000.0;40000.0
2018-01-18T20:00:00+0100;-2.75;0.0;1.93;312.17;0.0;30000.0;40000.0
2018-01-18T21:00:00+0100;-2.5;0.0;2.26;296.62;0.0;28000.0;40000.0
2018-01-18T22:00:00+0100;-2.65;0.0;1.88;292.28;0.0;28000.0;40000.0
2018-01-18T23:00:00+0100;-2.72;0.0;2.16;296.22;0.0;27000.0;40000.0
2018-01-19T00:00:00+0100;-3.16;0.0;2.01;292.71;0.0;28000.0;50000.0
2018-01-19T01:00:00+0100;-3.24;0.0;2.39;283.15;0.0;28000.0;40000.0
2018-01-19T02:00:00+0100;-3.34;0.0;2.53;278.17;0.0;26000.0;40000.0
2018-01-19T03:00:00+0100;-3.36;0.0;2.52;276.55;0.0;26000.0;50000.0
2018-01-19T04:00:00+0100;-3.59;0.0;1.45;274.52;0.0;27000.0;40000.0
2018-01-19T05:00:00+0100;-3.6;0.0;1.51;273.55;0.0;28000.0;40000.0
2018-01-19T06:00:00+0100;-3.68;-0.0;1.47;267.39;0.0;30000.0;40000.0
2018-01-19T07:00:00+0100;-3.36;0.0;1.39;270.02;0.0;35000.0;50000.0
2018-01-19T08:00:00+0100;-3.53;0.0;1.22;266.52;0.0;38000.0;50000.0
2018-01-19T09:00:00+0100;-3.25;14.2;1.5;266.14;0.0;36000.0;40000.0
2018-01-19T10:00:00+0100;-3.36;45.62;0.8;297.23;0.0;37000.0;40000.0
2018-01-19T11:00:00+0100;-2.88;78.92;1.1;290.37;0.0;37000.0;30000.0
2018-01-19T12:00:00+0100;-2.38;65.07;0.68;297.41;0.0;33000.0;30000.0
2018-01-19T13:00:00+0100;-1.92;27.38;0.16;325.43;0.0;35000.0;40000.0
2018-01-19T14:00:00+0100;-1.92;13.01;0.49;68.76;0.0;35000.0;40000.0
2018-01-19T15:00:00+0100;-1.87;4.49;0.72;356.96;0.0;36000.0;40000.0
2018-01-19T16:00:00+0100;-1.87;0.02;1.27;42.45;0.0;33000.0;30000.0
2018-01-19T17:00:00+0100;-1.73;-0.02;1.56;67.85;0.0;28000.0;40000.0
2018-01-19T18:00:00+0100;-1.7;0.0;1.65;88.81;0.0;27000.0;40000.0
2018-01-19T19:00:00+0100;-1.6;0.0;1.78;97.33;0.0;26000.0;40000.0
2018-01-19T20:00:00+0100;-1.5;0.0;2.75;112.74;0.0;26000.0;40000.0
2018-01-19T21:00:00+0100;-1.42;0.0;3.42;132.54;0.0;28000.0;40000.0
2018-01-19T22:00:00+0100;-1.36;0.0;2.71;125.52;0.0;27000.0;40000.0
2018-01-19T23:00:00+0100;-1.35;0.0;4.06;124.15;0.0;27000.0;40000.0
2018-01-20T00:00:00+0100;-1.42;0.0;3.75;126.81;0.0;27000.0;40000.0
2018-01-20T01:00:00+0100;-1.39;0.0;2.84;116.09;0.0;27000.0;40000.0
2018-01-20T02:00:00+0100;-1.54;0.0;2.68;106.78;0.0;27000.0;40000.0
2018-01-20T03:00:00+0100;-1.75;0.0;2.85;104.38;0.0;27000.0;40000.0
2018-01-20T04:00:00+0100;-2.19;0.0;3.13;96.97;0.0;27000.0;40000.0
2018-01-20T05:00:00+0100;-2.47;0.0;3.45;91.99;0.0;26000.0;50000.0
2018-01-20T06:00:00+0100;-2.37;-0.0;2.86;89.04;0.0;26000.0;40000.0
2018-01-20T07:00:00+0100;-2.14;0.0;3.13;83.84;0.0;27000.0;40000.0
2018-01-20T08:00:00+0100;-1.91;0.0;3.35;95.66;0.0;28000.0;40000.0
2018-01-20T09:00:00+0100;-1.74;1.9;3.32;91.95;0.0;27000.0;40000.0
2018-01-20T10:00:00+0100;-1.53;5.65;3.17;84.57;0.0;26000.0;40000.0
2018-01-20T11:00:00+0100;-1.36;7.48;2.52;80.31;0.0;26000.0;40000.0
2018-01-20T12:00:00+0100;-1.25;8.43;2.64;70.3;0.0;26000.0;40000.0
2018-01-20T13:00:00+0100;-1.15;7.68;2.28;61.62;0.0;27000.0;40000.0
2018-01-20T14:00:00+0100;-1.16;6.68;1.84;60.73;0.0;26000.0;50000.0
2018-01-20T15:00:00+0100;-1.33;1.45;1.86;49.93;0.0;25000.0;40000.0
2018-01-20T16:00:00+0100;-1.65;0.0;2.0;29.9;0.0;26000.0;40000.0
2018-01-20T17:00:00+0100;-1.78;0.0;2.21;23.6;0.0;25000.0;40000.0
2018-01-20T18:00:00+0100;-1.84;0.0;2.3;16.26;0.0;26000.0;40000.0
2018-01-20T19:00:00+0100;-1.83;0.0;2.59;22.11;0.0;27000.0;40000.0
2018-01-20T20:00:00+0100;-2.01;0.0;2.35;18.32;0.0;26000.0;40000.0
2018-01-20T21:00:00+0100;-2.04;0.0;2.49;10.31;0.0;24000.0;30000.0
2018-01-20T22:00:00+0100;-2.01;0.0;2.27;6.52;0.0;28000.0;40000.0
2018-01-20T23:00:00+0100;-2.01;0.0;2.18;356.64;0.0;29000.0;50000.0
2018-01-21T00:00:00+0100;-1.99;0.0;2.1;354.56;0.0;28000.0;40000.0
2018-01-21T01:00:00+0100;-1.92;0.0;2.05;354.89;0.0;27000.0;50000.0
2018-01-21T02:00:00+0100;-1.87;0.0;2.05;350.74;0.0;27000.0;40000.0
2018-01-21T03:00:00+0100;-1.87;0.0;2.13;352.85;0.0;27000.0;40000.0
2018-01-21T04:00:00+0100;-1.82;0.0;2.08;351.17;0.0;26000.0;40000.0
2018-01-21T05:00:00+0100;-1.82;0.0;1.93;338.03;0.0;29000.0;50000.0
2018-01-21T06:00:00+0100;-1.97;-0.0;2.18;342.13;0.0;26000.0;40000.0
2018-01-21T07:00:00+0100;-1.86;0.0;2.12;331.14;0.0;27000.0;40000.0
2018-01-21T08:00:00+0100;-1.88;0.0;2.07;312.69;0.0;27000.0;40000.0
2018-01-21T09:00:00+0100;-2.03;25.96;1.7;317.0;0.0;27000.0;40000.0
2018-01-21T10:00:00+0100;-2.56;88.75;1.64;272.45;0.0;28000.0;50000.0
2018-01-21T11:00:00+0100;-2.99;136.07;2.26;284.95;0.0;27000.0;40000.0
2018-01-21T12:00:00+0100;-2.16;153.56;1.9;284.84;0.0;25000.0;40000.0
2018-01-21T13:00:00+0100;-1.94;137.1;1.18;286.99;0.0;27000.0;40000.0
2018-01-21T14:00:00+0100;-2.41;90.31;1.04;276.05;0.0;26000.0;40000.0
2018-01-21T15:00:00+0100;-3.49;27.55;1.21;250.81;0.0;29000.0;50000.0
2018-01-21T16:00:00+0100;-4.48;0.0;1.96;227.68;0.0;27000.0;50000.0
2018-01-21T17:00:00+0100;-5.16;0.0;1.94;236.44;0.0;29000.0;50000.0
2018-01-21T18:00:00+0100;-5.8;0.0;2.12;245.07;0.0;34000.0;50000.0
2018-01-21T19:00:00+0100;-6.77;0.0;2.19;250.73;0.0;32000.0;60000.0
2018-01-21T20:00:00+0100;-7.23;0.0;1.91;255.57;0.0;30000.0;50000.0
2018-01-21T21:00:00+0100;-7.14;0.0;1.86;252.39;0.0;28000.0;50000.0
2018-01-21T22:00:00+0100;-6.71;0.0;1.9;254.52;0.0;30000.0;50000.0
2018-01-21T23:00:00+0100;-6.84;0.0;2.56;262.25;0.0;29000.0;60000.0
2018-01-22T00:00:00+0100;-6.83;0.0;2.44;259.75;0.0;30000.0;50000.0
2018-01-22T01:00:00+0100;-6.93;0.0;2.06;255.18;0.0;29000.0;50000.0
2018-01-22T02:00:00+0100;-6.68;0.0;1.57;252.77;0.0;29000.0;50000.0
2018-01-22T03:00:00+0100;-6.76;0.0;1.46;290.57;0.0;29000.0;50000.0
2018-01-22T04:00:00+0100;-6.48;0.0;1.19;283.14;0.0;29000.0;50000.0
2018-01-22T05:00:00+0100;-6.24;0.0;1.35;329.97;0.0;30000.0;50000.0
2018-01-22T06:00:00+0100;-5.99;-0.0;1.74;310.26;0.0;30000.0;60000.0
2018-01-22T07:00:00+0100;-5.88;0.0;1.21;323.03;0.0;37000.0;50000.0
2018-01-22T08:00:00+0100;-5.75;0.0;1.19;296.77;0.0;39000.0;50000.0
2018-01-22T09:00:00+0100;-5.73;3.4;1.53;353.41;0.0;39000.0;50000.0
2018-01-22T10:00:00+0100;-5.52;6.58;1.72;347.06;0.0;37000.0;50000.0
2018-01-22T11:00:00+0100;-5.26;9.3;1.36;338.33;0.0;36000.0;40000.0
2018-01-22T12:00:00+0100;-5.39;8.57;2.0;337.26;0.0;36000.0;50000.0
2018-01-22T13:00:00+0100;-5.17;11.7;1.77;335.76;0.0;37000.0;40000.0
2018-01-22T14:00:00+0100;-4.88;11.63;1.89;339.41;0.0;37000.0;50000.0
2018-01-22T15:00:00+0100;-4.95;4.74;1.55;345.2;0.0;39000.0;40000.0
2018-01-22T16:00:00+0100;-4.97;0.0;1.81;341.63;0.0;36000.0;50000.0
2018-01-22T17:00:00+0100;-5.15;0.02;1.41;330.26;0.0;27000.0;40000.0
2018-01-22T18:00:00+0100;-5.25;0.0;1.58;352.46;0.0;27000.0;50000.0
2018-01-22T19:00:00+0100;-5.33;0.0;1.09;293.82;0.0;33000.0;50000.0
2018-01-22T20:00:00+0100;-5.18;0.0;1.31;347.82;0.0;33000.0;50000.0
2018-01-22T21:00:00+0100;-5.08;0.0;1.24;80.55;0.0;33000.0;50000.0
2018-01-22T22:00:00+0100;-5.03;0.0;1.39;66.01;0.0;29000.0;40000.0
2018-01-22T23:00:00+0100;-4.79;0.0;1.52;66.6;0.0;28000.0;40000.0
2018-01-23T00:00:00+0100;-4.84;0.0;1.1;359.35;0.0;28000.0;40000.0
2018-01-23T01:00:00+0100;-4.79;0.0;1.15;298.28;0.0;29000.0;50000.0
2018-01-23T02:00:00+0100;-4.93;0.0;0.86;246.99;0.0;28000.0;50000.0
2018-01-23T03:00:00+0100;-4.87;0.0;1.05;248.74;0.0;28000.0;50000.0
2018-01-23T04:00:00+0100;-4.46;0.0;1.21;309.66;0.0;28000.0;40000.0
2018-01-23T05:00:00+0100;-4.04;0.0;1.5;308.29;0.0;28000.0;50000.0
2018-01-23T06:00:00+0100;-3.86;-0.0;0.91;255.23;0.0;32000.0;50000.0
2018-01-23T07:00:00+0100;-3.73;0.0;1.46;224.69;0.0;36000.0;50000.0
2018-01-23T08:00:00+0100;-3.56;0.0;2.57;210.19;0.0;37000.0;40000.0
2018-01-23T09:00:00+0100;-3.18;6.9;4.13;194.7;0.0;38000.0;40000.0
2018-01-23T10:00:00+0100;-2.79;12.62;3.55;196.53;0.0;37000.0;40000.0
2018-01-23T11:00:00+0100;-1.29;25.37;3.95;189.51;0.0;34000.0;40000.0
2018-01-23T12:00:00+0100;-0.07;17.9;4.55;191.69;0.0;35000.0;40000.0
2018-01-23T13:00:00+0100;0.16;13.58;4.23;188.55;0.0;33000.0;30000.0
2018-01-23T14:00:00+0100;0.59;7.89;4.13;188.98;0.0;34000.0;30000.0
2018-01-23T15:00:00+0100;0.81;5.8;3.7;187.0;0.0;32000.0;30000.0
2018-01-23T16:00:00+0100;0.81;0.0;3.25;179.47;0.0;32000.0;40000.0
2018-01-23T17:00:00+0100;1.04;0.0;3.9;184.06;0.0;24000.0;30000.0
2018-01-23T18:00:00+0100;1.22;0.0;4.29;181.8;0.0;24000.0;30000.0
2018-01-23T19:00:00+0100;1.51;0.0;5.69;181.06;0.0;26000.0;30000.0
2018-01-23T20:00:00+0100;1.45;0.0;5.16;172.51;0.0;25000.0;40000.0
2018-01-23T21:00:00+0100;1.82;0.0;5.54;175.11;0.0;27000.0;30000.0
2018-01-23T22:00:00+0100;1.83;0.0;5.12;169.17;0.0;26000.0;40000.0
2018-01-23T23:00:00+0100;1.93;0.0;4.77;167.29;0.0;25000.0;30000.0
2018-01-24T00:00:00+0100;1.95;0.0;2.41;157.23;0.0;25000.0;30000.0
2018-01-24T01:00:00+0100;1.76;0.0;2.16;188.41;0.0;23000.0;40000.0
2018-01-24T02:00:00+0100;1.53;0.0;1.71;218.78;0.0;24000.0;30000.0
2018-01-24T03:00:00+0100;1.42;0.0;2.12;224.76;0.0;23000.0;30000.0
2018-01-24T04:00:00+0100;1.36;0.0;2.52;227.24;0.0;24000.0;40000.0
2018-01-24T05:00:00+0100;1.2;0.0;1.66;243.13;0.0;23000.0;30000.0
2018-01-24T06:00:00+0100;0.53;-0.0;1.41;218.71;0.0;25000.0;30000.0
2018-01-24T07:00:00+0100;0.34;0.0;3.66;251.83;0.0;33000.0;40000.0
2018-01-24T08:00:00+0100;0.4;0.05;5.14;228.48;0.0;36000.0;40000.0
2018-01-24T09:00:00+0100;0.24;29.24;3.08;201.14;0.0;34000.0;30000.0
2018-01-24T10:00:00+0100;1.56;71.63;6.34;205.62;0.0;34000.0;30000.0
2018-01-24T11:00:00+0100;2.19;32.78;4.94;185.39;0.0;32000.0;30000.0
2018-01-24T12:00:00+0100;2.34;11.2;4.14;186.09;0.0;31000.0;30000.0
2018-01-24T13:00:00+0100;2.38;4.98;2.07;129.79;0.0;34000.0;30000.0
2018-01-24T14:00:00+0100;3.0;5.83;5.89;171.7;0.0;30000.0;20000.0
2018-01-24T15:00:00+0100;3.68;4.31;7.38;184.69;0.0;28000.0;30000.0
2018-01-24T16:00:00+0100;4.13;0.05;8.04;195.01;0.0;24000.0;20000.0
2018-01-24T17:00:00+0100;4.41;0.0;5.68;206.73;0.0;21000.0;30000.0
2018-01-24T18:00:00+0100;4.82;0.0;7.43;219.32;0.0;21000.0;20000.0
2018-01-24T19:00:00+0100;4.4;0.0;6.47;212.0;0.0;22000.0;30000.0
2018-01-24T20:00:00+0100;3.99;0.0;6.62;209.2;0.0;21000.0;20000.0
2018-01-24T21:00:00+0100;4.11;0.0;6.6;207.62;0.0;22000.0;30000.0
2018-01-24T22:00:00+0100;4.17;0.0;8.11;201.48;0.0;21000.0;30000.0
2018-01-24T23:00:00+0100;4.31;0.0;10.16;198.05;0.0;21000.0;30000.0
2018-01-25T00:00:00+0100;4.45;0.0;10.74;206.27;0.0;22000.0;30000.0
2018-01-25T01:00:00+0100;4.8;0.0;8.57;219.65;0.0;22000.0;20000.0
2018-01-25T02:00:00+0100;5.07;0.0;6.08;230.65;0.0;20000.0;30000.0
